Размер квадрата: 100
Средняя длина трубки: 10
Радиус: 1
Количество испытаний: 100
      x|      y|      k|
Проницаемый слой: 1
********************************************************************
Испытание 1
Плотность: 0.18
Количество: 90
********************************************************************
2.48578|45.3689|     10|    346|
0.734729|16.8991|     10|    181|
 78.188|95.0646|     10|    197|
83.4759|4.70923|     10|    343|
79.4913|7.69274|     10|    118|
41.5896|45.2371|     10|    149|
11.8745| 51.117|     10|    199|
87.4429|44.3479|     10|    118|
43.6652|29.9799|     10|     82|
26.5607| 25.579|     10|     93|
90.1927|56.3956|     10|    349|
77.3017|78.2156|     10|    255|
33.3125|86.3814|     10|     74|
81.0847|50.4272|     10|    114|
58.2713|80.9639|     10|    153|
33.7078|64.5712|     10|    170|
60.8466|19.9223|     10|    239|
  79.91| 23.617|     10|     91|
7.33299|15.6707|     10|    189|
48.7406|91.8626|     10|    247|
2.99679|59.4219|     10|      0|
57.4771|29.3714|     10|    335|
41.7205|75.1249|     10|    153|
 31.084|12.4792|     10|    174|
21.5876|26.5068|     10|    126|
54.8538|0.479766|     10|    123|
54.8956|38.3744|     10|    311|
2.16965|33.0273|     10|     98|
68.9712|21.2807|     10|    357|
71.0222|81.6744|     10|    131|
83.4469|24.7754|     10|    248|
75.9842|54.4639|     10|    174|
10.6025| 76.262|     10|    264|
12.0503|48.0638|     10|     47|
55.5684|5.93908|     10|     33|
82.1313|45.7682|     10|    322|
6.09092|99.4287|     10|    343|
48.1658|73.0251|     10|    179|
6.67975|23.2642|     10|     86|
44.4541|12.1688|     10|    253|
36.8065|15.1957|     10|    170|
94.7984|3.31379|     10|     70|
3.55767|85.2791|     10|    326|
97.8545|33.1205|     10|    297|
76.7028|97.6673|     10|    341|
92.1637|67.2056|     10|     16|
54.4177|27.7375|     10|    101|
80.8489|46.8521|     10|    198|
24.2361|46.7023|     10|    351|
29.9865|41.8405|     10|    179|
31.7364|59.4632|     10|     24|
42.3772|25.5434|     10|     34|
4.14665|70.9554|     10|    301|
 9.0181|8.51743|     10|     89|
3.63217|72.8642|     10|    122|
96.0084|79.7861|     10|     85|
59.8499| 49.814|     10|    114|
40.2217|41.4194|     10|     13|
98.6935|44.3935|     10|    254|
50.9515|97.6867|     10|    297|
22.2498|68.3363|     10|    199|
16.4916|9.21464|     10|    225|
59.9199|66.1507|     10|    285|
37.1579|75.6202|     10|    232|
88.6676|30.1747|     10|    346|
40.4569|91.8195|     10|    100|
93.7798|31.5399|     10|     98|
59.3385| 94.835|     10|    275|
 77.982|85.9673|     10|     30|
87.7002|16.1158|     10|     52|
81.9921|55.8711|     10|    106|
31.0559|8.42831|     10|    350|
91.2533|85.4969|     10|    102|
11.5481|94.4188|     10|    266|
71.8644|1.61547|     10|     14|
87.1036|79.1331|     10|    149|
24.2474|70.0664|     10|     86|
28.5659|94.6686|     10|    178|
48.1393|56.9889|     10|    105|
72.1132|15.9977|     10|    268|
58.2882|76.0138|     10|    230|
17.6987|97.0446|     10|     74|
65.5422|92.9397|     10|     35|
13.5831|62.1542|     10|    325|
54.0304|43.0417|     10|     32|
74.5399|32.1806|     10|     67|
61.7794|43.8994|     10|    336|
64.8514|  69.93|     10|    309|
22.1784|38.7138|     10|    177|
46.0639|21.8708|     10|      5|
Реальная плотность: 0.18
********************************************************************
Испытание 2
Плотность: 0.18
Количество: 90
********************************************************************
85.8007|57.3038|     10|    349|
50.3674|9.67066|     10|    249|
37.3061|30.4405|     10|    176|
28.3962|17.6341|     10|    349|
45.7522|41.4866|     10|    145|
76.0878|6.17536|     10|    335|
32.6918|51.4688|     10|     75|
54.3405|20.1626|     10|    290|
52.8698|57.6029|     10|     55|
15.8442|85.4001|     10|    294|
24.5514|5.36425|     10|    345|
94.2365|41.3175|     10|     41|
94.5518|28.0149|     10|     56|
51.1939|37.3495|     10|    215|
77.3395|27.8524|     10|     54|
5.13943|81.9891|     10|    222|
31.4558|26.5627|     10|    165|
75.7981|64.3127|     10|    107|
92.5269|51.9774|     10|    348|
57.6967| 73.589|     10|    146|
75.9878|71.8085|     10|     21|
2.63566|19.2835|     10|     12|
90.9676|80.5353|     10|    112|
25.0555|55.1689|     10|     46|
11.9104|54.8443|     10|    292|
92.4009|74.6546|     10|    298|
25.7967| 19.572|     10|    123|
  76.11|34.3526|     10|    174|
92.8942|20.1076|     10|    212|
99.3539|91.9244|     10|    118|
81.9317|69.6526|     10|     24|
98.7078|71.4014|     10|    282|
68.7625|66.5949|     10|    316|
58.9063|48.2738|     10|    130|
94.4973| 92.099|     10|    158|
31.7622|  88.68|     10|    210|
5.85008|11.1095|     10|    193|
85.1951|49.7935|     10|    111|
44.4262|14.5367|     10|    238|
89.2697|68.1806|     10|    304|
 35.105|54.5908|     10|    315|
 11.418|23.3198|     10|     95|
23.1036|8.56358|     10|    201|
87.0198| 75.445|     10|    126|
14.5632|3.10841|     10|    315|
28.5995|48.9085|     10|    159|
1.51413|44.0519|     10|    285|
12.7861| 38.997|     10|    278|
 59.755|87.9131|     10|     56|
38.6464|33.2433|     10|    123|
25.6483|86.9915|     10|     92|
15.1721|8.46379|     10|    212|
23.5349|72.0898|     10|    225|
36.3449|87.0111|     10|    337|
 56.524| 92.096|     10|    235|
0.605103|4.66313|     10|     36|
60.9225|1.62716|     10|    260|
72.0895|5.89345|     10|     89|
77.9582| 92.511|     10|     98|
28.1357|65.1418|     10|     34|
 6.6949|22.7983|     10|     89|
78.2499| 65.488|     10|     15|
61.8779|87.6237|     10|    266|
43.1118|23.0049|     10|    326|
58.9341|21.2881|     10|     78|
59.7659|10.0168|     10|     24|
4.23442|77.4854|     10|     32|
28.7347|79.5585|     10|    163|
42.8235|16.8905|     10|    160|
59.1266|58.7007|     10|    332|
20.9397|36.6626|     10|     99|
85.8384|43.1147|     10|     25|
 74.179|41.6025|     10|     66|
63.0789|51.4742|     10|    311|
 71.328|42.3372|     10|     64|
62.1844| 25.302|     10|    267|
 13.779|75.8722|     10|    205|
22.8499|17.6863|     10|    311|
44.3991|99.9106|     10|    172|
83.7809|99.6343|     10|    249|
56.4976|29.3432|     10|     47|
63.8921|80.3747|     10|      2|
74.5232|9.14281|     10|     30|
92.2191| 22.956|     10|     39|
70.6212|69.0245|     10|    157|
 96.318|11.6797|     10|     10|
50.7335|87.2106|     10|    109|
39.2785|61.2669|     10|     84|
48.1589|60.2216|     10|    119|
89.7226|47.6039|     10|    200|
Реальная плотность: 0.18
********************************************************************
Испытание 3
Плотность: 0.18
Количество: 90
********************************************************************
73.9466|37.2352|     10|    181|
30.6274|14.4381|     10|     43|
68.3546|32.1994|     10|    308|
11.7761|5.99341|     10|     75|
4.96983|24.5801|     10|     77|
56.0384|79.0758|     10|    341|
14.0088|42.8324|     10|    278|
81.6575|93.3561|     10|    155|
41.1173|92.4683|     10|    302|
54.2097|47.3333|     10|    222|
 87.038|84.8801|     10|     33|
54.1985|0.26148|     10|    260|
90.9116|15.0221|     10|    159|
74.5993|64.4203|     10|    168|
98.6933|96.0553|     10|    197|
92.9895|53.1978|     10|    226|
 79.021|86.5902|     10|    185|
33.2207|11.0889|     10|     53|
37.9928|44.7148|     10|    103|
97.1587|4.27934|     10|     45|
 66.109|13.1541|     10|     22|
49.9303|6.27302|     10|     50|
19.4388|43.3725|     10|    260|
 82.164|48.5509|     10|    139|
23.7894|85.9401|     10|    165|
79.2294|46.2684|     10|    217|
26.8314|50.2082|     10|    146|
 18.192|18.9384|     10|     88|
9.42206|88.8578|     10|    137|
 62.487|94.6404|     10|     79|
0.0022644|43.9026|     10|    117|
90.6208|80.1878|     10|    310|
24.5919|39.6018|     10|    239|
52.1971|60.3538|     10|     79|
4.85057|19.9566|     10|      7|
28.9697|11.3139|     10|    161|
 44.512|25.6395|     10|    167|
95.8425|97.0597|     10|     93|
82.4924|46.6416|     10|    251|
 39.863|92.9666|     10|    204|
10.4668| 71.419|     10|    242|
12.7351|71.6758|     10|    332|
92.1766|96.8707|     10|    117|
85.6724|3.73204|     10|    215|
26.1799|83.8841|     10|     91|
67.2878| 29.052|     10|    222|
57.0618|37.4771|     10|    241|
89.8516| 53.773|     10|    153|
21.9401|1.43519|     10|     60|
6.38698|86.6835|     10|    243|
44.8618|93.5734|     10|    103|
59.0341|52.3991|     10|    101|
21.8445|95.9617|     10|    169|
10.0513|27.0374|     10|     91|
94.7805|87.3886|     10|     35|
95.7811|69.1846|     10|    186|
57.8959|65.4746|     10|     35|
38.0916|59.4968|     10|     28|
40.6571|81.1906|     10|    151|
91.7187|40.4036|     10|    302|
88.3416|9.00039|     10|      2|
70.0784| 77.279|     10|    329|
38.7979|77.8337|     10|     29|
32.3418|34.6979|     10|    358|
71.3701|55.6696|     10|    235|
30.7613|63.3057|     10|    219|
48.9503|57.6287|     10|    306|
55.4235|72.8526|     10|    129|
60.0666|94.2955|     10|    102|
30.7641|0.41739|     10|    357|
4.73775|48.3474|     10|    340|
53.1085|21.3102|     10|    251|
65.6283|8.59346|     10|    340|
88.9625|35.0998|     10|    279|
52.0573|80.7162|     10|    102|
94.2427|19.4762|     10|     71|
80.3272|88.9485|     10|    167|
 29.549|16.9901|     10|    160|
96.5304|54.1441|     10|     60|
 51.109|24.5123|     10|    119|
 61.337|12.8477|     10|    135|
90.9943|23.5851|     10|    180|
29.6162|66.1293|     10|    216|
33.1489|66.9029|     10|    269|
29.5698|78.1647|     10|    307|
48.6062|2.08514|     10|    264|
68.8083|59.9824|     10|     11|
 63.706|50.6543|     10|    107|
56.1766|98.4065|     10|    290|
51.6516|71.1239|     10|    194|
Реальная плотность: 0.18
********************************************************************
Испытание 4
Плотность: 0.18
Количество: 90
********************************************************************
62.6042|77.2863|     10|     69|
86.7853|3.69744|     10|     89|
51.8656|72.6608|     10|    175|
33.8479|45.5405|     10|    182|
85.9722|27.3643|     10|    300|
95.1836|66.6428|     10|     85|
 17.249|23.0208|     10|     83|
57.6269|27.2264|     10|    314|
77.3641|39.9617|     10|    172|
1.77503|8.03406|     10|    304|
44.9879|3.49219|     10|    305|
85.6097|44.8728|     10|     99|
85.4891|66.9212|     10|    149|
91.7969|25.5011|     10|    308|
30.8359|29.4472|     10|    282|
19.2232|81.4129|     10|    208|
50.3145|41.9695|     10|    128|
83.2746|17.7146|     10|    162|
86.5879|57.0215|     10|    130|
34.4083|62.3154|     10|    298|
84.6026|65.2536|     10|    318|
39.5339|31.0704|     10|    135|
24.9101| 50.301|     10|     39|
13.7356|91.8113|     10|    239|
92.5809|86.6744|     10|    245|
48.8483|31.7275|     10|     71|
35.4953| 66.262|     10|    337|
11.4525|14.8043|     10|    230|
65.8579|54.0219|     10|    311|
65.7119|17.1011|     10|    202|
60.0547|43.9734|     10|    282|
6.59988|54.9566|     10|     27|
20.9647|39.0058|     10|    330|
29.6772|13.4769|     10|     22|
86.3424|38.6068|     10|     76|
78.9242|54.7921|     10|    270|
79.4477|1.60779|     10|    171|
12.0448|61.6713|     10|    191|
37.8415|92.1817|     10|     93|
11.1156|41.7626|     10|    138|
36.3569|2.57916|     10|     78|
5.57306|77.1917|     10|    279|
30.8692|22.1436|     10|    191|
62.4545|59.4024|     10|    330|
 99.987|34.2635|     10|    195|
86.3964|34.9181|     10|    121|
60.8886|64.9889|     10|    143|
84.0884|10.5323|     10|    177|
