Размер квадрата: 400
Средняя длина трубки: 10
Радиус: 1
Количество испытаний: 1
      x|      y|      k|
Проницаемый слой: 5
********************************************************************
Испытание 1
Плотность: 0.1
Количество: 800
********************************************************************
 203.35|237.344|10.1633|     41|
371.538|399.682|10.9906|     65|
34.8275|155.601|10.9793|    243|
277.315|42.5323|9.31671|     16|
169.008|378.102|10.3846|    335|
143.434|76.5644|10.6089|    231|
 144.53|18.3777|10.0222|    307|
 263.67|223.156|10.1341|     42|
  332.6|23.9322|10.6942|    323|
143.277| 43.787|10.6337|    307|
198.692|127.847|10.6011|    209|
 10.547|373.897|10.0367|     97|
399.743|301.443|9.70037|    315|
 278.97|190.503| 9.4699|    121|
134.276|372.533|9.45891|    280|
272.132|89.7704|9.62925|    221|
337.134|299.434| 10.438|    161|
 99.725|167.036|9.40031|     85|
389.077|261.898| 9.6595|    229|
209.454|232.857|10.4884|    316|
2.46949|181.945|9.49248|    338|
327.681| 251.96|9.32982|    214|
63.2409|118.669|9.85798|    148|
317.793|106.418|9.34946|     47|
 19.758|138.611| 10.274|    298|
89.8267|325.497|9.76318|    132|
